,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,size / dimensions,brake type,electric assist,handlebar type,suspension,part type
11305,1.0,chicago,https://chicago.craigslist.org/chc/bik/d/chicago-kids-bike-16-inch/7465833806.html,2022-04-01 17:29,Kids bike - 16 inch, aluminum, kids, Kids size, 16 in,0,16-inch kids bike in Used/Like New condition.   SE BIKES 16 inch BMX bike similar to this model that lists for $290 retail. https://www.sebikes.com/products/2021-bronco-16?variant=31967096275042  $200   Located in Logan Square for meetup/pickup,, SE Bikes,,,,,,,
11306,275.0,chicago,https://chicago.craigslist.org/chc/bik/d/chicago-ecocross-hybrid-bamboo-bike/7454242631.html,2022-04-01 17:11,EcoCross Hybrid Bamboo Bike Frameset, other/unknown, hybrid/comfort,,,10,"I have one in each size, 16"", 18"", and 20"". This is a brand new bike frameset (frame + fork) still in the manufacturer's original, unopened box. Fork is included!  The Greenstar Bikes EcoCross Hybrid Bamboo Frame is a multi-purpose frame that can be used for any number of bike builds: mountain bike, hybrid bike, comfort bike, even a road bike. Perfect for streets, trails and off-roading. The bamboo and recycled 6061 aluminum lugged frame delivers an ultra smooth ride by absorbing micro vibrations. This frame weighs only about 5 pounds. See more details and specs at GreenstarBikes.com", new,,,,,,,,
11307,375.0,chicago,https://chicago.craigslist.org/wcl/bik/d/west-chicago-early-mid-70s-blue-mens/7453185224.html,2022-03-31 09:39,2 early-mid 70's blue Men's Schwinn bikes, aluminum, cruiser, Unsure, 18 in,8,"Selling as a pair for $375. OR - $200 EACH.  2 Men's blue Schwinn bikes -  these were from the early to mid 70's.  10 speed bikes that are used, but given being almost 50 years old are still in pretty good shape.  One is a Schwinn SPRINT, the other is a Schwinn CONTINENTAL.  Frames are 27 inch standard.  Both sets of tires will probably need to be replaced, along with the innertubes inside. We can try filling them up to see if they still hold air, but the last time these bikes were ridden was probably in the early 90s.  (Bikes have been hanging on racks in our basement ever since).  These are probably collector type bikes these days. Again, will probably need new tires and/or inner tubes as they are probably 35 years old.  Any questions - feel free to ask.", good, Schwinn, Sprint/Continental,,,,, other/unknown,
11308,5.0,chicago,https://chicago.craigslist.org/chc/bik/d/carpentersville-bike-hunters-wanted-of/7454692107.html,2022-03-29 15:29,Bike Hunters Wanted 4/3/22 100's of bikes that must go!,,,,,0,,,,,,,,,,
11309,5.0,chicago,https://chicago.craigslist.org/chc/bik/d/carpentersville-bike-hunters-swap-of/7454684028.html,2022-03-29 15:29,Bike Hunters Swap 4/3/22 100's of bikes that must go!, titanium, other, 26, other/unknown,0,"April 3rd 17th Annual CHICAGOLAND KLASSIC BICYCLE SHOW & SWAP MEET OPEN TO ALL MAKES! PRE 30'S - FAT TIRE - MID WEIGHT - BMX - LIGHT WEIGHT - STINGRAY - KRATE - CUSTOM -MUSCLE BIKE's - WHIZZER TYPE - MINI BIKES - JUVENILE SPECTATOR ADMISSION $2 ENTRY FEE SHOW BIKES $5 CLASS's SEE LIST ABOVE, TROPHY'S + BEST OF SHOW SWAP SPACE - OUTDOOR $20 SHOW HOURS 9AM-2:00PM REGISTRATION & SET UP 8AM – 9AM TROPHY AWARDS 1:30PM JUDGED & SPECTATOR VOTING ! BIKE CORAL FOR INDIVIDUAL BIKES FOR SALE $5 Breakfast & Lunch Available in the Show Bike Hall enjoy while you view or you can also get it to go for your swap space ! Location Moose Lodge #1958 309 Lake Marian Rd, Carpentersville, IL 60110 a 1/4 mile west of Rte 25 FOR MORE INFORMATION CONTACT Rudy K.  show contact info",,,,,,,,,
11310,500.0,chicago,https://chicago.craigslist.org/nwc/bik/d/arlington-heights-twin-german-rare/7453890589.html,2022-03-29 10:28,Twin German Rare Folding Bikes, steel, folding, 19 inches, 26 in,5,"Falter His and Hers German Made FOLDING Bikes.  RARE SUPER STARS. TWO Speed automatics. Shift and down shift AUTOMATICALLY. VERY COOL. Bikes have coaster brakes along with caliper brakes. Functioning generator lights. Also both have NEW TIRES. Delivery in the greater chicago area. A fine addition to your Mercedes, BMW or Audi SUV. SELLING ONLY AS A PAIR.", excellent, Falter, Super Stars,, cantilever,, cruiser, none (rigid),
11311,500.0,chicago,https://chicago.craigslist.org/chc/bik/d/tinley-park-wtb-cash-paid-old-school/7464234128.html,2022-03-28 21:05,Wtb Cash Paid Old School Bmx racing freestyle bikes and cruisers, aluminum, bmx, 20, 20 in,0,"Looking for a nice spring project! Any 1970s -1980s older bmx bikes considered! Racing freestyle or cruisers, parts or accessories! Rusted or need repair welcome!!   Let me know what you have thanks!!",,,,,,,,,
11312,100.0,chicago,https://chicago.craigslist.org/chc/bik/d/chicago-kids-bike-sprout-20-by-public/7454025861.html,2022-03-27 19:05,Kids Bike Sprout V 20” by Public Bikes, steel, kids, 20”, 20 in,3,Kids Sprout V 20” Bike by Public Bikes for sale! Very good used condition kids bike with lots of life left for another kiddo to enjoy. My son just outgrew it this year. Great bike for kids between 7-10 years old.   https://publicbikes.com/collections/kids-bikes/products/sprout-v-20  Reach out with any questions or to schedule a test ride. Thanks!, excellent, Public Bikes, Sprout V,,,,,,
11313,325.0,chicago,https://chicago.craigslist.org/wcl/bik/d/glen-ellyn-14-or-more-bicycles-bikes/7451288494.html,2022-03-26 23:22,@@@   14 or more BICYCLES /  Bikes  @@@, aluminum, bmx, 1, 20 in,14,Hello I Have 14 or more Bikes to sell all together   Some like new some need a little TLC some for parts  Must take all  Some Bikes not in picture will ad pics soon as I can  best offer cash and carry  I WILL NOT ANSWER YOU IF YOU ASK IF ITS STILL AVAILABLE OR STILL FOR SALE  IF THE AD IS STILL UP ITS STILL FOR SALE  Call or Text or Email           1  -  6  -  3  -  0  ///  5  -  1  -  4  ////   3  -  6  -  6  -  8, fair,,,,,,,,
11314,40.0,chicago,https://chicago.craigslist.org/chc/bop/d/chicago-bikes-hitch-carrier-with-hitch/7463377634.html,2022-03-26 17:29,"2 bikes hitch carrier (1 1/4"") with 2"" hitch extension",,,,,2,heavy duty carrier that can be used with most common hitch types. not used anymore. Originally made for 3 bikes., good,,,,,,,, other
11315,100.0,chicago,https://chicago.craigslist.org/nwc/bid/d/marengo-all-women-26700c-mountain/7463321940.html,2022-03-26 15:07,"All Women 26,700c Mountain Hybrids Cruisers Road Bikes Page 2 start at", aluminum, mountain, 17 inch, 26 in,23,$285 Women 26 inch Diamond Back Wildwood Deluxe Hybrid/Mountain bike has F/R hand brakes Kickstand 21 Speeds Front Shock Quick Release Wheels Water Bottle holder Comfort seat 16 inch Short Frame for short women or Girls all Tuned up ready to ride.  $250 Women 26 inch Diamond Back Lustre 1 Hybrid/Mountain bike Like New has F/R hand brakes Front Shock Kickstand Quick Release Wheels 15 inch Short Frame for short Girls or Women All Tuned up ready to ride.  $200  Women 26 inch Schwinn Point Beach Cruiser 7 Speed has Kickstand F/R hand brakes F/R Fenders Wide comfort Seat Wide Tires Luggage Rack 18 inch Frame All tuned up ready to ride.  $550 Women Brand New 26 inch Sun Streamway Easy Step Through 7 speed Cruiser has Kickstand F/R hand brakes F/R Fenders Wide Tires Wide Seat All tuned up ready to go this bike is one of the best Easy Step Through bikes around.   $275 Women 27 inch Schwinn Super Sport 10 Speed Road bike has F/R hand brakes Brand New tires Kickstand 22 inch Frame for really tall Women or Girls all tuned up ready to ride.  $125 Women 27 inch Schwinn Tourist 5 Speed Road Bike has F/R hand brakes 5 speeds F/R Fenders Kickstand 19 inch Large Frame Wide Seat All tune up ready to ride. G118C  311975  $100 Women 26 inch Road Master Mountain Bike Large Frame 19 inch Water Bottle holder F/R hand brakes Kickstand 15 Speeds All tuned up ready to ride.  $165 Women 26 inch La Jolla Beach Cruiser has Rear Coaster Brake Single Speed Kickstand F/R Fenders Wide Tires Wide Seat All tuned up ready to ride.  $125 Women 26 inch Magna Great Divide Mountain bike Large Frame has F/R hand brakes Kickstand 19 inch Large Frame Front Shock Water Bottle holder All Tuned up ready to ride.  $225 Women 26 inch Schwinn Racer Aluminum Frame Mountain bike has F/R hand Brakes 21 Speeds Aluminum Frame Front Shock Kickstand Quick Release Front Wheel 16 inch Short Frame for short women or girls all tuned up ready to ride.  $170 Women 26 inch Schwinn Ranger 2.6 Silver/Purple Mountain /Hybrid Bike has F/R hand brakes Kickstand 16 inch Short Frame for shorter Women or girls Front Shock Quick Release Front Wheel 21 speeds all tuned up ready to ride.  $160 Women 26 inch Schwinn Frontier Mountain bike has F/R hand brakes Kickstand 21 Speeds 17 inch Short Frame this is not a Walmart Schwinn There Is a Difference all tuned up ready to ride.  $165 Women 26 inch Realm Plateau 1.0 Hybrid/Mountain bike has F/R hand brakes Front Shock 21 Speeds Kickstand Quick Release Front Wheel 16 inch Short Frame All tuned up ready to ride.  $175  Women 26 inch Huffy Cruiser Like New Has Sigle Speed F/R Fenders Kickstand Cup Holder Luggage Rack Wide Tires Wide Seat All tuned up ready to ride.  $285  Women 26 inch Giant Boulder Mountain bike has F/R hand brakes Kickstand 21 Speeds Kickstand Water Bottle Quick Release Wheels Front Shock 14 inch Short Frame Trigger Shifters all tuned up ready to ride.  $160 Women 26 inch Huffy Panama Jack Cruiser Has Kickstand Single Speed Cup holder Handle bar bag Luggage Rack Wide tires Wide seat 18 inch Frame All tuned up ready to ride.  $250 Women 26 inch Schwinn Comp Aluminum Frame Mountain bike Has Kickstand F/R hand brakes 21 Speeds 16 inch Short Frame Front Shocks Quick Release Front wheel All tuned up ready to ride.  $260 Women/Girls Raleigh Mojave 2.0 Hybrid/Mountain bike Like New Has F/R hand brakes Kickstand 21 Speeds Front Shock 12 inch Short Frame for Short Women or Girls all tuned up ready to ride.  $170 Women 26 inch Schwinn Lulu Beach Cruiser 7 Speed Has F/R hand brakes Kickstand Wide Tires Wide Seat F/R Fenders All tuned up ready to ride.  $365 Women 26 inch Giant Liv Hybrid/Mountain bike Like Brand New has F/R hand brakes Kickstand 21 Speeds 16 inch Short Frame Aluminum Frame Trigger Shifters Front Shock All tuned up ready to ride.  $200 Women 26 inch Schwinn Ranger Hybrid/Mountain bike has F/R hand brakes Kickstand Front Shock 21 Speeds Quick Release Front Wheel Water Bottle holder 16 inch Short Frame All tuned up ready to ride., good,,,, cantilever,, riser, suspension fork (hardtail),
11316,150.0,chicago,https://chicago.craigslist.org/nwc/bid/d/marengo-men-2629-mountain-bikes-page/7463321474.html,2022-03-26 15:06,"Men 26,29, Mountain bikes Page 2 Start At", aluminum, mountain, 18, 26 in,15,$225 Men 26 inch Raleigh SC 300 Hybrid/ Mountain bike has F/R hand brakes Dual Suspension 24 Speeds Kickstand 18 inch Frame All tuned up ready to ride.  $390 Men 26 inch Like New Giant Sedona Hybrid/Mountain bike XXL Frame 20 inch Has F/R hand brakes 21 Speeds Kickstand Water Bottle Holder Front Shock Comfort Seat All tuned up ready to ride.  $265 Men 26 inch Schwinn Sidewinder Mountain bike has 21 Speeds Front Shock Kickstand Trigger Shifters 18 inch Frame Front Disc Brake rear Hand Brake All tuned up ready to ride.  $285 Men 26 inch Giant Sedona LX Black Hybrid/Mountain bike has F/R hand brakes Kickstand Front Shock 21 Speeds Water Bottle holder Front Disc Brake 17 inch Short Frame for shorter men or Boys All Tuned up ready to ride.  $175 Men/Boys 26 inch Diamond Back Mountain bike Short Frame has 13 inch Frame F/R hand brakes Kickstand Trigger Shifters Quick Release Wheels 21 Speeds all tuned up ready to ride.  $275 Men 26 inch Mongoose Pro Rockadile SX has F/R hand brakes Kickstand 21 speeds Front Shock 20 inch XL Frame Quick Release Front Wheel All tuned up ready to ride.  $185 Men 26 inch Schwinn Clear Creek Mountain/ Hybrid bike Has Kickstand 21 Speeds Front Shock 17 inch Frame Built in Shock in the seat post all tuned up and ready to ride.  $160 Men 26 inch Schwinn woodland Hybrid /Mountain bike XL Frame has 21 inch Inch Frame F/R hand brakes Kickstand 21 speeds Quick Release Front Wheel all tuned up ready to Ride.  $175 Men/ Boys 26 inch Diamond Back Out Look Mountain bike Short Frame 12 inch F/R hand brakes 21 speeds Front Shock Kickstand Quick Release Wheels all tuned up ready to ride.  $185 Men 26 inch Iron Horse Ct5.0 Hybrid/Mountain bike has F/R hand brakes Kickstand 21 speeds Front Shock Water Bottle holder 16 inch Short Frame for shorter Guys Shock in the seat post Quick Release Wheels all tuned up ready to ride.  $250 Men 26 inch Giant Boulder Hybrid / Mountain bike has 20 inch XL Frame F/R hand brakes Kickstand Quick Release Wheels 21 Speeds Water Bottle holder Front Shock All tuned up ready to ride.   $265 Men 26 inch Specialized Rock Hopper mountain bike has F/R hand brakes 21 speeds 20 inch XL Frame Water Bottle holder Kickstand Quick Release Front Wheel all tuned up ready to ride.  $200 Men 26 inch Schwinn Neu Citi Mountain bike has F/R hand brakes Kickstand 15 Speeds XL Frame 22 inch All tuned up ready to ride.  $225 Men 26 inch Huffy CranBrook Beach Cruiser Has Rear Coaster Brake Kickstand F/R Fenders Wide Seat Wide Tires 18 inch frame All tuned up ready to ride.  $190 Men 26 inch Schwinn Beach Cruiser Red 4 Speed Rear Coaster Brake Kickstand 18 inch Frame Wide Seat Wide Tires All tuned up ready to ride., good,,,, cantilever,, riser, suspension fork (hardtail),
11317,100.0,chicago,https://chicago.craigslist.org/nwc/bid/d/all-women-26700c-mountain-hybrids/7463321182.html,2022-03-26 15:06,"All Women 26,700c Mountain Hybrids Cruisers Road Bikes start at", aluminum, hybrid/comfort, Different sizes, 26 in,22,$160 Women 26 inch Diamond Back Outlook mountain bike has F/R hand brakes Kickstand 21 Speeds Quick Release Front Wheel 16 inch Short Frame All Tuned up ready to ride.  $285 Women 26 inch Giant Boulder Mountain bike has F/R hand brakes kickstand Front Shock Water Bottle holder 21 Speeds Quick Release Wheels Trigger Shifters Bike shop Bike not Walmart All tuned up ready to ride.  $575 Women 26 inch Townie Electra Hybrid bike Like Brand New has F/R hand brakes Kickstand Comfort Bike 21 Speeds 18 inch Frame Front Shock Luggage Rack Quick Release Wheels All tuned up ready to ride.  $185 Women 26 inch Schwinn Ranger Silver/Teal Mountain bike has F/R hand brakes Kickstand 21 Speeds Front Shock 16 inch Frame All tuned up ready to ride.  $160 Women 26 inch Schwinn Frontier Mountain bike has F/R hand brakes Kickstand 16 inch Frame 21 speeds All tuned up ready to ride.  $170 Women 26 inch Out Fitter Nomad Mountain bike has F/R hand brakes Kickstand 21 speeds Quick Release Front Wheel 17 inch Short Frame all tuned up ready to ride.  $265 Women 26 inch Schwinn Comp Mountain bike has Aluminum Frame F/R hand brakes Kickstand 21 Speeds 16 inch Short Frame Front Shock Quick Release Front Wheel Trigger Shifters This is a Schwinn From A Bike Shop Not Walmart There is a Difference all tuned up ready to ride.   $225 Women 26 inch Huffy Savanna  single speed Beach Cruiser has Wide seat wide tires Kickstand 17 inch Short Frame F/R fenders Rear Coaster Brake all tuned up ready to ride.  $100 Women 27 inch Schwinn World tourist road Bike has F/R Hand Brakes 5 Speeds F/R Fenders Kickstand Wide Seat 20 inch Large Frame for taller women or Girls all tuned up ready to ride.  $275 Women 27 inch Schwinn Super Sport 10 Speed Road bike has F/R hand brakes Brand New tires Kickstand 22 inch Frame for really tall Women or Girls all tuned up ready to ride.  $100 Women 26 inch Hercules 3 Speed Road bike has F/R hand brakes Kickstand F/R Fenders Comfort Handle bars 19 inch Large Frame for taller Women or girls all tuned up ready to ride.  $125 Women 26 inch Magna Glacier Point Mountain bike Has Kickstand F/R hand brakes 15 speeds 19 inch Large Frame For Taller women or Girls all tuned up ready to ride.  $225 Women 26 inch Diamond Back lustre Hybrid/Mountain bike has F/R hand Brakes Kickstand Front Shocks 17 inch Short Frame 21 Speeds All tuned up ready to ride.   $225 Women 26 inch Schwinn Jaguar 7 Speed Comfort Cruiser has F/R hand brakes Kickstand Wide Seat Wide Tires  17 inch Frame All tuned up ready to ride.  $125 Women 26 inch Magna Electro Shock Mountain bike has Kickstand F/R hand brakes 18 speeds Front Shock 18 inch Frame All tuned up ready to ride.  $225 Women 26 inch Schwinn Cimarron Hybrid/mountain bike Aluminum Frame Kickstand 16 inch Short Frame Front Shock This is a Real Schwinn From a Bike Shop not Walmart All tuned up ready to ride.  $225 women 26 inch Nishiki Pueblo Mountain bike has F/R hand brakes Kickstand 21 speeds 15 inch Short Frame Water bottle holder Front Shock All tuned up ready to ride.  $150 Women 700c GMC Denali Hybrid has F/R hand brakes 19 inch Frame21 speeds Water Bottle holder Aluminum Frame Kickstand all tuned up ready to ride.  $150 Women 26 inch Huffy Surfside Beach Cruiser Has Kickstand F/R Fenders Wide Seat wide Tires 18 inch Frame all tuned up ready to ride.  $150 Women 26 inch Beach Cruiser red color single speed Rear Coaster Brake 17 inch Frame all tuned up ready to ride.  $150 Women 26 inch Out Fitters 2500 Mountain bike has Kickstand F/R hand brakes 19 inch Large Frame water bottle holder 18 speeds all tuned up ready to ride.  $75 Women 26 inch Magna Great Divide Mountain bike has Kickstand F/R hand brakes 19 inch Frame 10 speeds all tuned up ready to ride.  $125 Women 26 inch Giant Acapulco Hybrid bike has F/R hand brakes kickstand 18 speeds 17 inch Frame all tuned up ready to ride.  $125 Women 26 inch Pacific Chromium Mountain bike Has Kickstand F/R hand brakes 17 inch Frame 15 Speeds All tuned up ready to ride.   $125 Women 26 inch Magna Equator Mountain bike has F/R hand brakes Kickstand Water Bottle holder 18 Speeds 18 inch Frame All tuned up ready to ride.  $170 Women 26 inch Columbia Mt Pro Mountain bike has F/R hand brakes Kickstand Water Bottle holder 19 inch Large Frame 21 speeds all tuned up ready to ride.   $250 Women 26 inch Schwinn Jaguar 7 Speed Cruiser Has F/R hand brakes Kickstand 16 inch Frame Wide Tires Wide Seat And Wide Handle bars nice bike comfort bike all tuned up ready to ride.  $185 Women 26 inch Diamond Back Traverse mountain bike has F/R hand brakes Kickstand 18 speeds 18 inch Frame all tuned up ready to ride.  $225 Women 26 inch Specialized Hard Rock Mountain bike has F/R hand brakes Kickstand 21 speeds Quick Release F/R wheels 19 inch Large Frame for taller Women all tuned up ready to go .  $190 Women 26 inch Schwinn Wood Land Hybrid /Mountain bike has F/R hand brakes Kickstand 21 speeds Quick Release Front Wheel 21 inch XL Frame for Taller Women all tuned up ready to ride.  $100 Women 26 inch Huffy Expedition Mountain bike has F/R hand brakes 15 speeds kickstand 19 inch Large Frame for taller women or Girls all tuned up ready to ride.  $170 Women 26 inch Huffy Cranbrook Beach Cruiser Single  speed and Rear coaster brake F/R Fenders Kickstand Wide Seat Wide Tires all tuned up ready to ride.  $125 Selling a used Women 26 inch Columbia Metro Hybrid cruiser bike has F/R hand brakes 19 inch Frame kickstand wide seat 10 speeds all tuned up ready to ride.  $150 Women 27 inch Peugeot Monaco 10 speed Road Bike has F/R hand brakes 12 speeds kickstand 20 inch XL Frame all tuned up ready to ride., good,,,, cantilever,, riser, suspension fork (hardtail),
11318,1.0,chicago,https://chicago.craigslist.org/chc/for/d/sale-kids-trailer-bikes-plastic-acrylic/7458049422.html,2022-03-26 11:45,e sale kids trailer bikes plastic acrylic etc,,,,,20,"i have 4 sale  1 set utensils   42 piece set  set for 8 people , oneida portfolio,   $30    1 SCHWINN 270 EXERCISE BIKE   $220FIRM  WORKS WELL    (MSRP  $650)  plenty of acrylic Plexiglass acrylite plastic  new  .220 x 4 feet x 8 feet     $145 each i can cut to size for  free   135 if 2 or more  about 5 pcs of 3/8 USED ACRYLIC 95$ EACH   good cond great price i can cut to size  1 ac small window unit 45$  1 ac unit available  whirpool 10000 btu $160   1 coal fully restored potbelly stove $6500 obo  2 candle holder very heavy $60 rusted one of a kind custom design 2pcs   about 300 handles for kitchen cabinets   in bulk stainless steel  ask for details    2 door mail boxes 2 pcs 5 each  glass shelf   13*34*.125 tempered    pcs 8  $80  patio table top glass for yard table  36*62*.125  smoked with 2'' hole for umbrella   25$ table top glass 22*47*.375 clear  table top glass  18*47*.375 black  table top glass 14'' by 52'' by .375  black  table top glass 10*48*.375 clear table top glass 23.5 diameter circle with bevel edge table top glass 36 diameter circle .375 thick table top glass 16*36*.375 frosted table top glass 19.25*39*.375 with radius corners table top glass oval 52'' by 32'' by .375 clear   table top glass square 27.5 by 27.5 with bevel edge .25 thick  solid CHERRY CABINET dresser   $175  1 chariot box trailer    in good cond 80 $  1 bike trailer tailwind fold able 2 seater for kids    good quality $175  1 clock hamilton good cond  1050-020   made in germany  $120 FIRM  LOT OF PORCELAIN FIGURINES  ASK FOR DETAILS ABOUT 15 PIECES      $180 FIRM   1 SCHWINN 270 EXERCISE BIKE   $270 FIRM  WORKS WELL    (MSRP  $650)  2 FULL SIZE PLATFORM ,   BED FRAME   $35 EACH FIRM  1 Lucite chair from 60'    $145  1 LAMP  FREDERIC COOPER  VINTGE  ALL BRASS MATERIAL   $350 OBO      show contact info  sam",,,,,,,,,
11319,800.0,chicago,https://chicago.craigslist.org/chc/bik/d/chicago-pair-of-trek-bikes/7463047688.html,2022-03-25 22:21,Pair of Trek bikes, aluminum, mountain, Medíum, other/unknown,4,"Trek 4500 and Trek 3700  I am 5 10’ and spouse is 5 4’.  Will consider trade for a Honda, Vespa or Yamaha scooter moped with title. Will consider trade for electric scooter. Will Consider trade for a small sports bike with title. Ninja Monster Buell.",, Trek,,,,,, suspension fork (hardtail),
11320,175.0,chicago,https://chicago.craigslist.org/nwc/bik/d/cary-girls-bikes-trek/7453928489.html,2022-03-24 20:23,Girls Bikes - (2) Trek, other/unknown, kids, 24, other/unknown,4,"Girls Bikes!  Trek  Precaliber - 24”.  White bike (2017) is $175, Red bike (2019) is $200, half the price of new models. These are in great shape, shift smoothly, and well-maintained.  Have owner manuals.",, Trek, Precaliber,,,,,,
11321,95.0,chicago,https://chicago.craigslist.org/chc/for/d/chicago-schwinn-and-cavern-bikes-for/7449591236.html,2022-03-23 21:33,SCHWINN AND CAVERN BIKES FOR SALE,,,,,7,"Two bicycles for sale as shown are still available  Picture - 1-2-3-4 - Schwinn - $125  Pic - 5-6-7 - Cavern - $95  Sold by appointment on any Saturday between 12 pm and 5 pm. Please allow a 24-hour advance notice when scheduling, and indicate which bike is wanted.  Email your appointment time and receive a confirmation along with the pick-up location.  Free parking behind our building.  Thank you.",,,,,,,,,
11322,15.0,chicago,https://chicago.craigslist.org/nwc/bik/d/crystal-lake-boy-girl-bikes/7454503125.html,2022-03-22 22:50,Boy & Girl Bikes, aluminum, bmx, 12 to 18, 18 in,9,Several great for X-Mass holidays kids bikes boys girls priced to sell $15,,,,,,,,,
11323,4500.0,chicago,https://chicago.craigslist.org/nch/mpo/d/woodridge-his-and-hers-starter-bikes/7461515372.html,2022-03-22 11:59,His and Hers Starter Bikes,,,,,3,2000 Yamaha V-Star 650 (His) 2018 Yamaha V-Star 250 (Hers),, Yamaha, V-Star,,,,,,
11324,50.0,chicago,https://chicago.craigslist.org/nch/bik/d/evanston-bikes-different-styles/7451560471.html,2022-03-21 20:44,Bikes (different styles), aluminum, other, 20, 26 in,4,Bikes are all in good shape and condition is being taken into consideration in price. Craigslist doesn't allow a range in the title but prices are from $30 to $50. You can ride any bike before buying and will give discounts if multiples purchased. Location is Evanston., good, Trek Schwinn Specialized," Mountain, Road",,,,,,
11325,999.0,chicago,https://chicago.craigslist.org/sox/bik/d/new-lenox-se-bikes-blocks-flyer-vans/7448684942.html,2022-03-21 12:47,SE Bikes Blocks Flyer - VANS - Limited Edition!,,,,,0,,,,,,,,,,
11326,20.0,chicago,https://chicago.craigslist.org/wcl/bop/d/brookfield-bikes-or-bike-parts-and/7461006248.html,2022-03-21 10:05,Bikes or bike parts and scooters,,,,,0,,,,,,,,,,
11327,175.0,chicago,https://chicago.craigslist.org/nwi/bik/d/merrillville-schwinn-enduro-kids/7448019576.html,2022-03-20 19:17,Schwinn Enduro Kids Mountain Bikes,,,,,0,,,,,,,,,,
11328,525.0,chicago,https://chicago.craigslist.org/nch/bik/d/mount-prospect-kids-electric-dirt-bikes/7460684944.html,2022-03-20 12:39,2 Kids Electric Dirt Bikes,,,,,0,,,,,,,,,,
11329,100.0,chicago,https://chicago.craigslist.org/chc/bik/d/palos-hills-kids-bikes/7448866407.html,2022-03-20 10:50,6 KIDS BIKES,,,,,0,,,,,,,,,,
11330,1400.0,chicago,https://chicago.craigslist.org/wcl/bik/d/geneva-cm-trek-domane-s4/7470124915.html,2022-04-18 17:52,2017 54cm Trek Domane S4,,,,,0,,,,,,,,,,
